id,original,surface,pronunciation
7737,本妙寺入口,本妙寺入口,ほんみょうじいりぐち
7738,本牟田部,本牟田部,ほんむたべ
7739,本由良,本由良,ほんゆら
7740,本吉原,本吉原,ほんよしわら
7741,舞岡,舞岡,まいおか
7742,舞子,舞子,まいこ
7743,舞子公園,舞子公園,まいここうえん
7744,舞阪,舞阪,まいさか
7745,蒔田,蒔田,まいた
7746,舞田,舞田,まいた
7747,馬出九大病院前,馬出九大病院前,まいだしきゅうだいびょういんまえ
7748,舞浜,舞浜,まいはま
7749,米原,米原,まいばら
7750,舞松原,舞松原,まいまつばら
7751,前川,前川,まえかわ
7752,前郷,前郷,まえごう
7753,前沢,前沢,まえさわ
7754,前空,前空,まえぞら
7755,前田南,前田南,まえだみなみ
7756,前之浜,前之浜,まえのはま
7757,前橋,前橋,まえばし
7758,前橋大島,前橋大島,まえばしおおしま
7759,前畑,前畑,まえはた
7760,前浜,前浜,まえはま
7761,前原,前原,まえばら
7762,前平公園,前平公園,まえひらこうえん
7763,前谷地,前谷地,まえやち
7764,前山,前山,まえやま
7765,馬下,馬下,まおろし
7766,馬替,馬替,まがえ
7767,勾金,勾金,まがりかね
7768,曲沢,曲沢,まがりさわ
7769,巻,巻,まき
7770,牧,牧,まき
7771,牧,牧,まき
7772,牧落,牧落,まきおち
7773,牧志,牧志,まきし
7774,マキノ,マキノ,まきの
7775,牧野,牧野,まきの
7776,牧之郷,牧之郷,まきのごう
7777,巻向,巻向,まきむく
7778,牧山,牧山,まきやま
7779,馬来田,馬来田,まくた
7780,幕張,幕張,まくはり
7781,幕張本郷,幕張本郷,まくはりほんごう
7782,幕別,幕別,まくべつ
7783,真倉,真倉,まぐら
7784,枕崎,枕崎,まくらざき
7785,真駒内,真駒内,まこまない
7786,馬込,馬込,まごめ
7787,馬込沢,馬込沢,まごめざわ
7788,松前,松前,まさき
7789,真幸,真幸,まさき
7790,真申,真申,まさる
7791,馬路,馬路,まじ
7792,増毛,増毛,ましけ
7793,益子,益子,ましこ
7794,間島,間島,まじま
7795,摩周,摩周,ましゅう
7796,鱒浦,鱒浦,ますうら
7797,増尾,増尾,ますお
7798,益生,益生,ますお
7799,真菅,真菅,ますが
7800,升形,升形,ますかた
7801,桝形,桝形,ますがた
7802,鱒沢,鱒沢,ますざわ
7803,益田,益田,ますだ
7804,馬田,馬田,まだ
7805,真滝,真滝,またき
7806,町方,町方,まちかた
7807,町田,町田,まちだ
7808,町屋,町屋,まちや
7809,町屋駅前,町屋駅前,まちやえきまえ
7810,町屋二丁目,町屋二丁目,まちやにちょうめ
7811,松井田,松井田,まついだ
7812,松井山手,松井山手,まついやまて
7813,松岩,松岩,まついわ
7814,松浦,松浦,まつうら
7815,松浦発電所前,松浦発電所前,まつうらはつでんしょまえ
7816,松江,松江,まつえ
7817,松江イングリッシュガーデン前,松江イングリッシュガーデン前,まつえいんぐりっしゅがーでんまえ
7818,松江しんじ湖温泉,松江しんじ湖温泉,まつえしんじこおんせん
7819,松江フォーゲルパーク,松江フォーゲルパーク,まつえふぉーげるぱーく
7820,松尾,松尾,まつお
7821,松尾,松尾,まつお
7822,松岡,松岡,まつおか
7823,松尾大社,松尾大社,まつおたいしゃ
7824,松尾八幡平,松尾八幡平,まつおはちまんたい
7825,松尾町,松尾町,まつおまち
7826,松ヶ浦,松ヶ浦,まつがうら
7827,松ヶ崎,松ヶ崎,まつがさき
7828,松ヶ崎,松ヶ崎,まつがさき
7829,松風町,松風町,まつかぜちょう
7830,松神,松神,まつかみ
7831,松が谷,松が谷,まつがや
7832,松川,松川,まつかわ
7833,松岸,松岸,まつぎし
7834,松木平,松木平,まつきたい
7835,松草,松草,まつくさ
7836,松倉,松倉,まつくら
7837,松阪,松阪,まつさか
7838,松崎,松崎,まつざき
7839,松崎,松崎,まつざき
7840,松下,松下,まつした
7841,松島,松島,まつしま
7842,松島海岸,松島海岸,まつしまかいがん
7843,松島二丁目,松島二丁目,まつしまにちょうめ
7844,松田,松田,まつだ
7845,まつだい,まつだい,まつだい
7846,松田町,松田町,まつだちょう
7847,真土,真土,まつち
7848,松塚,松塚,まつづか
7849,松戸,松戸,まつど
7850,松任,松任,まっとう
7851,松戸新田,松戸新田,まつどしんでん
7852,松永,松永,まつなが
7853,松尾寺,松尾寺,まつのおでら
7854,松ノ浜,松ノ浜,まつのはま
7855,松ノ馬場,松ノ馬場,まつのばんば
7856,松葉,松葉,まつば
7857,松橋,松橋,まつばせ
7858,松原,松原,まつばら
7859,松原,松原,まつばら
7860,松原湖,松原湖,まつばらこ
7861,松原団地,松原団地,まつばらだんち
7862,松久,松久,まつひさ
7863,松飛台,松飛台,まつひだい
7864,真布,真布,まっぷ
7865,松丸,松丸,まつまる
7866,松虫,松虫,まつむし
7867,松本,松本,まつもと
7868,松森,松森,まつもり
7869,松山,松山,まつやま
7870,松山,松山,まつやま
7871,松山駅前,松山駅前,まつやまえきまえ
7872,松山市,松山市,まつやまし
7873,松山市駅前,松山市駅前,まつやましえきまえ
7874,松屋町,松屋町,まつやまち
7875,松山町,松山町,まつやままち
7876,松山町,松山町,まつやままち
7877,間藤,間藤,まとう
7878,的形,的形,まとがた
7879,的場,的場,まとば
7880,的場町,的場町,まとばちょう
7881,間内,間内,まない
7882,馬流,馬流,まながし
7883,万能倉,万能倉,まなぐら
7884,真鶴,真鶴,まなづる
7885,馬庭,馬庭,まにわ
7886,馬橋,馬橋,まばし
7887,馬堀海岸,馬堀海岸,まぼりかいがん
7888,間々田,間々田,ままだ
7889,真室川,真室川,まむろがわ
7890,摩耶ケーブル,摩耶ケーブル,まやけーぶる
7891,マリンパーク,マリンパーク,まりんぱーく
7892,丸尾,丸尾,まるお
7893,丸岡,丸岡,まるおか
7894,丸亀,丸亀,まるがめ
7895,丸瀬布,丸瀬布,まるせっぷ
7896,丸太町,丸太町,まるたまち
7897,丸の内,丸の内,まるのうち
7898,丸の内,丸の内,まるのうち
7899,丸ノ内,丸ノ内,まるのうち
7900,丸渕,丸渕,まるぶち
7901,丸森,丸森,まるもり
7902,丸山,丸山,まるやま
7903,丸山,丸山,まるやま
7904,丸山,丸山,まるやま
7905,円山公園,円山公園,まるやまこうえん
7906,丸山下,丸山下,まるやました
7907,稀府,稀府,まれっぷ
7908,万ヶ塚,万ヶ塚,まんがつか
7909,万願寺,万願寺,まんがんじ
7910,万石浦,万石浦,まんごくうら
7911,万座・鹿沢口,万座・鹿沢口,まんざ・かざわぐち
7912,万富,万富,まんとみ
7913,万場,万場,まんば
7914,美合,美合,みあい
7915,御井,御井,みい
7916,三井寺,三井寺,みいでら
7917,三井野原,三井野原,みいのはら
7918,三浦,三浦,みうら
7919,三浦海岸,三浦海岸,みうらかいがん
7920,三会,三会,みえ
7921,美江寺,美江寺,みえじ
7922,美栄橋,美栄橋,みえばし
7923,三重町,三重町,みえまち
7924,三柿野,三柿野,みかきの
7925,御影,御影,みかげ
7926,御影,御影,みかげ
7927,御影,御影,みかげ
7928,三方,三方,みかた
7929,三日月,三日月,みかづき
7930,三門,三門,みかど
7931,御門台,御門台,みかどだい
7932,美加の台,美加の台,みかのだい
7933,三加茂,三加茂,みかも
7934,三ヶ山口,三ヶ山口,みかやまぐち
7935,三川,三川,みかわ
7936,三川,三川,みかわ
7937,美川,美川,みかわ
7938,三河安城,三河安城,みかわあんじょう
7939,三河一宮,三河一宮,みかわいちのみや
7940,三河大塚,三河大塚,みかわおおつか
7941,三河大野,三河大野,みかわおおの
7942,三河鹿島,三河鹿島,みかわかしま
7943,三河上郷,三河上郷,みかわかみごう
7944,三河川合,三河川合,みかわかわい
7945,三河塩津,三河塩津,みかわしおつ
7946,三河島,三河島,みかわしま
7947,三河高浜,三河高浜,みかわたかはま
7948,三河田原,三河田原,みかわたはら
7949,三河内,三河内,みかわち
7950,三河知立,三河知立,みかわちりゅう
7951,三河東郷,三河東郷,みかわとうごう
7952,三河鳥羽,三河鳥羽,みかわとば
7953,三河豊田,三河豊田,みかわとよた
7954,三河槙原,三河槙原,みかわまきはら
7955,三河三谷,三河三谷,みかわみや
7956,三河八橋,三河八橋,みかわやつはし
7957,三木,三木,みき
7958,三木上の丸,三木上の丸,みきうえのまる
7959,三木里,三木里,みきさと
7960,三国,三国,みくに
7961,三国,三国,みくに
7962,三国ヶ丘,三国ヶ丘,みくにがおか
7963,三国が丘,三国が丘,みくにがおか
7964,三国神社,三国神社,みくにじんじゃ
7965,三国港,三国港,みくにみなと
7966,三雲,三雲,みくも
7967,御来屋,御来屋,みくりや
7968,御厨,御厨,みくりや
7969,三毛門,三毛門,みけかど
7970,御崎,御崎,みさき
7971,三咲,三咲,みさき
7972,美咲が丘,美咲が丘,みさきがおか
7973,三崎口,三崎口,みさきぐち
7974,みさき公園,みさき公園,みさきこうえん
7975,御崎公園,御崎公園,みさきこうえん
7976,水窪,水窪,みさくぼ
7977,御陵,御陵,みささぎ
7978,美佐島,美佐島,みさしま
7979,三郷,三郷,みさと
7980,美里,美里,みさと
7981,三里,三里,みさと
7982,三郷中央,三郷中央,みさとちゅうおう
7983,三沢,三沢,みさわ
7984,三島,三島,みしま
7985,三島田町,三島田町,みしまたまち
7986,三島広小路,三島広小路,みしまひろこうじ
7987,三島二日町,三島二日町,みしまふつかまち
7988,水居,水居,みずい
7989,瑞江,瑞江,みずえ
7990,水落,水落,みずおち
7991,水城,水城,みずき
7992,水沢,水沢,みずさわ
7993,水沢江刺,水沢江刺,みずさわえさし
7994,水島,水島,みずしま
7995,水尻,水尻,みずしり
7996,水田,水田,みずた
7997,瑞浪,瑞浪,みずなみ
7998,水成川,水成川,みずなりかわ
7999,水沼,水沼,みずぬま
8000,水野,水野,みずの
8001,水橋,水橋,みずはし
8002,瑞穂,瑞穂,みずほ
8003,瑞穂運動場西,瑞穂運動場西,みずほうんどうじょうにし
8004,瑞穂運動場東,瑞穂運動場東,みずほうんどうじょうひがし
8005,瑞穂区役所,瑞穂区役所,みずほくやくしょ
8006,みずほ台,みずほ台,みずほだい
8007,三潴,三潴,みずま
8008,水間観音,水間観音,みずまかんのん
8009,水巻,水巻,みずまき
8010,三角,三角,みすみ
8011,三瀬谷,三瀬谷,みせだに
8012,溝口,溝口,みぞぐち
8013,味噌天神前,味噌天神前,みそてんじんまえ
8014,美園,美園,みその
8015,溝の口,溝の口,みぞのくち
8016,美薗中央公園,美薗中央公園,みそのちゅうおうこうえん
8017,三田,三田,みた
8018,箕田,箕田,みだ
8019,三代橋,三代橋,みだいばし
8020,三鷹,三鷹,みたか
8021,三鷹台,三鷹台,みたかだい
8022,三滝,三滝,みたき
8023,御嶽,御嶽,みたけ
8024,御嵩,御嵩,みたけ
8025,御嵩口,御嵩口,みたけぐち
8026,御岳山,御岳山,みたけさん
8027,御岳堂,御岳堂,みたけどう
8028,美田園,美田園,みたぞの
8029,三谷,三谷,みたに
8030,三谷,三谷,みたに
8031,美談,美談,みだみ
8032,乱川,乱川,みだれがわ
8033,道川,道川,みちかわ
8034,道上,道上,みちのうえ
8035,道ノ尾,道ノ尾,みちのお
8036,三津,三津,みつ
8037,三石,三石,みついし
8038,三ツ石,三ツ石,みついし
8039,三岡,三岡,みつおか
8040,三日市,三日市,みっかいち
8041,三日市町,三日市町,みっかいちちょう
8042,水海道,水海道,みつかいどう
8043,三ヶ日,三ヶ日,みっかび
8044,三ツ境,三ツ境,みつきょう
8045,三口,三口,みつくち
8046,見附,見附,みつけ
8047,三越前,三越前,みつこしまえ
8048,三沢,三沢,みつさわ
8049,三ツ沢上町,三ツ沢上町,みつざわかみちょう
8050,三ツ沢下町,三ツ沢下町,みつざわしもちょう
8051,三関,三関,みつせき
8052,三つ峠,三つ峠,みつとうげ
8053,三津浜,三津浜,みつはま
8054,三菱自工前,三菱自工前,みつびしじこうまえ
8055,三妻,三妻,みつま
8056,三俣,三俣,みつまた
8057,三松,三松,みつまつ
8058,三ツ松,三ツ松,みつまつ
8059,三峰口,三峰口,みつみねぐち
8060,三ツ屋,三ツ屋,みつや
8061,みつわ台,みつわ台,みつわだい
8062,御幣島,御幣島,みてじま
8063,水戸,水戸,みと
8064,弥刀,弥刀,みと
8065,御堂,御堂,みどう
8066,三苫,三苫,みとま
8067,緑,緑,みどり
8068,水鳥,水鳥,みどり
8069,緑井,緑井,みどりい
8070,緑が丘,緑が丘,みどりがおか
8071,緑が丘,緑が丘,みどりがおか
8072,緑が丘,緑が丘,みどりがおか
8073,緑川,緑川,みどりかわ
8074,みどり口,みどり口,みどりぐち
8075,みどり湖,みどり湖,みどりこ
8076,みどり台,みどり台,みどりだい
8077,みどり中央,みどり中央,みどりちゅうおう
8078,緑町,緑町,みどりちょう
8079,みどり中街,みどり中街,みどりなかまち
8080,みどりの,みどりの,みどりの
8081,緑橋,緑橋,みどりばし
8082,水上,水上,みなかみ
8083,美袋,美袋,みなぎ
8084,水口,水口,みなくち
8085,水口石橋,水口石橋,みなくちいしばし
8086,水口城南,水口城南,みなくちじょうなん
8087,水口松尾,水口松尾,みなくちまつお
8088,水無瀬,水無瀬,みなせ
8089,湊,湊,みなと
8090,湊川,湊川,みなとがわ
8091,湊川公園,湊川公園,みなとがわこうえん
8092,港区役所,港区役所,みなとくやくしょ
8093,みなとじま,みなとじま,みなとじま
8094,港町,港町,みなとまち
8095,みなとみらい,みなとみらい,みなとみらい
8096,みなと元町,みなと元町,みなともとまち
8097,港山,港山,みなとやま
8098,皆野,皆野,みなの
8099,南部,南部,みなべ
8100,水俣,水俣,みなまた
8101,南阿佐ヶ谷,南阿佐ヶ谷,みなみあさがや
8102,南阿蘇白川水源,南阿蘇白川水源,みなみあそしらかわすいげん
8103,南阿蘇水の生まれる里白水高原,南阿蘇水の生まれる里白水高原,みなみあそみずのうまれるさとはくすいこうげん
8104,南荒尾,南荒尾,みなみあらお
8105,南荒子,南荒子,みなみあらこ
8106,南安城,南安城,みなみあんじょう
8107,南生駒,南生駒,みなみいこま
8108,南石井,南石井,みなみいしい
8109,南石下,南石下,みなみいしげ
8110,南伊東,南伊東,みなみいとう
8111,南茨木,南茨木,みなみいばらき
8112,南今庄,南今庄,みなみいまじょう
8113,南岩国,南岩国,みなみいわくに
8114,南魚崎,南魚崎,みなみうおざき
8115,南ウッディタウン,南ウッディタウン,みなみうっでぃたうん
8116,南宇都宮,南宇都宮,みなみうつのみや
8117,南浦和,南浦和,みなみうらわ
