id,original,surface,pronunciation
5459,コアジサシ,コアジサシ,コアジサシ
5460,クチバハツカネズミ,クチバハツカネズミ,クチバハツカネズミ
5461,オバシギ,オバシギ,オバシギ
5462,アカハラセグロヤブモズ,アカハラセグロヤブモズ,アカハラセグロヤブモズ
5463,メキシコカケス,メキシコカケス,メキシコカケス
5464,サバクヒタキ,サバクヒタキ,サバクヒタキ
5465,コウゲンジカマドドリ,コウゲンジカマドドリ,コウゲンジカマドドリ
5466,カオグロカザリドリ,カオグロカザリドリ,カオグロカザリドリ
5467,アカスズメフクロウ,アカスズメフクロウ,アカスズメフクロウ
5468,フクロモグラ,フクロモグラ,フクロモグラ
5469,ステップ・バイソン,ステップ・バイソン,ステップ・バイソン
5470,アルプストガリネズミ,アルプストガリネズミ,アルプストガリネズミ
5471,アカハシホウカンチョウ,アカハシホウカンチョウ,アカハシホウカンチョウ
5472,オオセッカ,オオセッカ,オオセッカ
5473,チャコアカハナネズミ,チャコアカハナネズミ,チャコアカハナネズミ
5474,バライロシラコバト,バライロシラコバト,バライロシラコバト
5475,サクラスズメ,サクラスズメ,サクラスズメ
5476,カニクイマングース,カニクイマングース,カニクイマングース
5477,アカガオミドリモズ,アカガオミドリモズ,アカガオミドリモズ
5478,ノドアカハチドリ,ノドアカハチドリ,ノドアカハチドリ
5479,セイブクリゲニセマウス,セイブクリゲニセマウス,セイブクリゲニセマウス
5480,サザナミアリモズ,サザナミアリモズ,サザナミアリモズ
5481,バラノドカザリドリモドキ,バラノドカザリドリモドキ,バラノドカザリドリモドキ
5482,ツバメトビ,ツバメトビ,ツバメトビ
5483,ツクシガモ,ツクシガモ,ツクシガモ
5484,ウッドチャック,ウッドチャック,ウッドチャック
5485,カンムリカッコウハヤブサ,カンムリカッコウハヤブサ,カンムリカッコウハヤブサ
5486,カネヒラ,カネヒラ,カネヒラ
5487,ボウシマルハシミツドリ,ボウシマルハシミツドリ,ボウシマルハシミツドリ
5488,ジャノメドリ,ジャノメドリ,ジャノメドリ
5489,ハシボソジカマドドリ,ハシボソジカマドドリ,ハシボソジカマドドリ
5490,ギンムクドリ,ギンムクドリ,ギンムクドリ
5491,サバンナネズミ,サバンナネズミ,サバンナネズミ
5492,ロシアデスマン,ロシアデスマン,ロシアデスマン
5493,ウスゴシムシクイ,ウスゴシムシクイ,ウスゴシムシクイ
5494,セジロサバクヒタキ,セジロサバクヒタキ,セジロサバクヒタキ
5495,イノシシ,イノシシ,イノシシ
5496,オオミツドリ,オオミツドリ,オオミツドリ
5497,アオノドゴシキドリ,アオノドゴシキドリ,アオノドゴシキドリ
5498,マストミス,マストミス,マストミス
5499,アカハラダカ,アカハラダカ,アカハラダカ
5500,ニューギニアフルーツコウモリ,ニューギニアフルーツコウモリ,ニューギニアフルーツコウモリ
5501,アシナガアリドリ,アシナガアリドリ,アシナガアリドリ
5502,コシジロハゲワシ,コシジロハゲワシ,コシジロハゲワシ
5503,ソマリアノスリ,ソマリアノスリ,ソマリアノスリ
5504,ミナミモリジネズミ,ミナミモリジネズミ,ミナミモリジネズミ
5505,ムネアカヤブクグリ,ムネアカヤブクグリ,ムネアカヤブクグリ
5506,キンイロモズヒタキ,キンイロモズヒタキ,キンイロモズヒタキ
5507,ヒマラヤクリゲネズミ,ヒマラヤクリゲネズミ,ヒマラヤクリゲネズミ
5508,ヤブイワスズメ,ヤブイワスズメ,ヤブイワスズメ
5509,ニュージーランドバト,ニュージーランドバト,ニュージーランドバト
5510,ギュンターハタネズミ,ギュンターハタネズミ,ギュンターハタネズミ
5511,ナツフウキンチョウ,ナツフウキンチョウ,ナツフウキンチョウ
5512,セーシェルチョウゲンボウ,セーシェルチョウゲンボウ,セーシェルチョウゲンボウ
5513,ヒガシツコツコ,ヒガシツコツコ,ヒガシツコツコ
5514,スナネコ,スナネコ,スナネコ
5515,ダルマインコ,ダルマインコ,ダルマインコ
5516,トローブリッジトガリネズミ,トローブリッジトガリネズミ,トローブリッジトガリネズミ
5517,ムジヨタカ,ムジヨタカ,ムジヨタカ
5518,ナンベイヒメウ,ナンベイヒメウ,ナンベイヒメウ
5519,サンクリストバルマネシツグミ,サンクリストバルマネシツグミ,サンクリストバルマネシツグミ
5520,キタシマヤシリス,キタシマヤシリス,キタシマヤシリス
5521,エリオットヤブネズミ,エリオットヤブネズミ,エリオットヤブネズミ
5522,オウギハチドリ,オウギハチドリ,オウギハチドリ
5523,インドジャコウネコ,インドジャコウネコ,インドジャコウネコ
5524,ダルマガエル,ダルマガエル,ダルマガエル
5525,アフリカミドリヒロハシ,アフリカミドリヒロハシ,アフリカミドリヒロハシ
5526,ユキホオジロ,ユキホオジロ,ユキホオジロ
5527,オウボウシインコ,オウボウシインコ,オウボウシインコ
5528,オナガオコジョ,オナガオコジョ,オナガオコジョ
5529,アオエリフウキンチョウ,アオエリフウキンチョウ,アオエリフウキンチョウ
5530,コツメデバネズミ,コツメデバネズミ,コツメデバネズミ
5531,アオムネショウビン,アオムネショウビン,アオムネショウビン
5532,ジャクソントガリネズミ,ジャクソントガリネズミ,ジャクソントガリネズミ
5533,ツメナガホオジロ,ツメナガホオジロ,ツメナガホオジロ
5534,クロナガレネズミ,クロナガレネズミ,クロナガレネズミ
5535,シロガシラ,シロガシラ,シロガシラ
5536,フキナガシヨタカ,フキナガシヨタカ,フキナガシヨタカ
5537,アラレチョウ,アラレチョウ,アラレチョウ
5538,ミヤマクロツバメ,ミヤマクロツバメ,ミヤマクロツバメ
5539,クビワアカツクシガモ,クビワアカツクシガモ,クビワアカツクシガモ
5540,オオアリモズ,オオアリモズ,オオアリモズ
5541,ヒメアカゲラ,ヒメアカゲラ,ヒメアカゲラ
5542,キマユヤブシトド,キマユヤブシトド,キマユヤブシトド
5543,シュレーゲルアオガエル,シュレーゲルアオガエル,シュレーゲルアオガエル
5544,ドウイロオナガバンケン,ドウイロオナガバンケン,ドウイロオナガバンケン
5545,タンビコタイランチョウ,タンビコタイランチョウ,タンビコタイランチョウ
5546,ムナグロマンゴーハチドリ,ムナグロマンゴーハチドリ,ムナグロマンゴーハチドリ
5547,アカハラヒタキモドキ,アカハラヒタキモドキ,アカハラヒタキモドキ
5548,クロアシネコ,クロアシネコ,クロアシネコ
5549,クロノスリ,クロノスリ,クロノスリ
5550,アカハラクマタカ,アカハラクマタカ,アカハラクマタカ
5551,オジロトウネン,オジロトウネン,オジロトウネン
5552,オオミドリヤマセミ,オオミドリヤマセミ,オオミドリヤマセミ
5553,シロマダラウズラ,シロマダラウズラ,シロマダラウズラ
5554,シベリアヨシキリ,シベリアヨシキリ,シベリアヨシキリ
5555,アカメジュズカケバト,アカメジュズカケバト,アカメジュズカケバト
5556,ジャンガリアンハムスター,ジャンガリアンハムスター,ジャンガリアンハムスター
5557,オオグンカンドリ,オオグンカンドリ,オオグンカンドリ
5558,ダウリアハタリス,ダウリアハタリス,ダウリアハタリス
5559,アオシマオゲラ,アオシマオゲラ,アオシマオゲラ
5560,ハゴロモムシクイ,ハゴロモムシクイ,ハゴロモムシクイ
5561,ハイガシラオオコウモリ,ハイガシラオオコウモリ,ハイガシラオオコウモリ
5562,ロシアメクラネズミ,ロシアメクラネズミ,ロシアメクラネズミ
5563,ヒガシマキバドリ,ヒガシマキバドリ,ヒガシマキバドリ
5564,ウサギ,ウサギ,ウサギ
5565,ムナジロテン,ムナジロテン,ムナジロテン
5566,ヒメジャコウインコ,ヒメジャコウインコ,ヒメジャコウインコ
5567,マミジロコタイランチョウ,マミジロコタイランチョウ,マミジロコタイランチョウ
5568,タナゴ,タナゴ,タナゴ
5569,コアラ,コアラ,コアラ
5570,ピグミーネズミキツネザル,ピグミーネズミキツネザル,ピグミーネズミキツネザル
5571,トガリバネキツネオオコウモリ,トガリバネキツネオオコウモリ,トガリバネキツネオオコウモリ
5572,タイハクオウム,タイハクオウム,タイハクオウム
5573,オナガカマハシフウチョウ,オナガカマハシフウチョウ,オナガカマハシフウチョウ
5574,シロボウシキンパラ,シロボウシキンパラ,シロボウシキンパラ
5575,タカブシギ,タカブシギ,タカブシギ
5576,オレンジキヌバネドリ,オレンジキヌバネドリ,オレンジキヌバネドリ
5577,ミナミズアオフウキンチョウ,ミナミズアオフウキンチョウ,ミナミズアオフウキンチョウ
5578,キムネカマハシカマドドリ,キムネカマハシカマドドリ,キムネカマハシカマドドリ
5579,ヒレアシトウネン,ヒレアシトウネン,ヒレアシトウネン
5580,ナギナタナマズ,ナギナタナマズ,ナギナタナマズ
5581,メジロクロウタドリ,メジロクロウタドリ,メジロクロウタドリ
5582,アカガシラマイコドリ,アカガシラマイコドリ,アカガシラマイコドリ
5583,アカノドシャコ,アカノドシャコ,アカノドシャコ
5584,トウブニセマウス,トウブニセマウス,トウブニセマウス
5585,セスジシロボシマシコ,セスジシロボシマシコ,セスジシロボシマシコ
5586,コボウシインコ,コボウシインコ,コボウシインコ
5587,モルッカヒタキ,モルッカヒタキ,モルッカヒタキ
5588,ルリカタツグミヒタキ,ルリカタツグミヒタキ,ルリカタツグミヒタキ
5589,カグラコウモリ,カグラコウモリ,カグラコウモリ
5590,シベリアオウギセッカ,シベリアオウギセッカ,シベリアオウギセッカ
5591,ムラサキサンジャク,ムラサキサンジャク,ムラサキサンジャク
5592,クロヤブアリドリ,クロヤブアリドリ,クロヤブアリドリ
5593,トド,トド,トド
5594,ハジロアカハラヤブモズ,ハジロアカハラヤブモズ,ハジロアカハラヤブモズ
5595,オナガハヤブサ,オナガハヤブサ,オナガハヤブサ
5596,オビオバト,オビオバト,オビオバト
5597,コウモリ,コウモリ,コウモリ
5598,ズアカアリヤイロチョウ,ズアカアリヤイロチョウ,ズアカアリヤイロチョウ
5599,ミドリハチクイ,ミドリハチクイ,ミドリハチクイ
5600,マルケサスヨシキリ,マルケサスヨシキリ,マルケサスヨシキリ
5601,チャカブリアメリカムシクイ,チャカブリアメリカムシクイ,チャカブリアメリカムシクイ
5602,アカマユカラシモズ,アカマユカラシモズ,アカマユカラシモズ
5603,チャムネバンケンモドキ,チャムネバンケンモドキ,チャムネバンケンモドキ
5604,ノドムラサキカザリドリ,ノドムラサキカザリドリ,ノドムラサキカザリドリ
